id,y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
38,3,-0.26087,0.153846,0.277778,0.764192,0.736264,0.7735850000000001,-0.464052,0.0285714,-0.666667,0.08571430000000001,0.494737,-0.6115109999999999,0.144654,0.552632,-1.0,-0.268293,-0.4,-0.13333299999999998
41,0,-0.043478300000000004,0.153846,0.777778,-0.039301300000000004,-0.5604399999999999,-0.735849,0.21568600000000002,-0.657143,0.0,-0.057142899999999996,0.021052599999999998,0.06474819999999999,0.169811,-0.605263,-0.545455,-0.560976,-0.333333,-0.2
42,3,-0.347826,-0.692308,-0.694444,-0.991266,-0.8901100000000001,-0.886792,-0.9084969999999999,0.771429,-1.0,-0.714286,-0.947368,-0.944844,-0.798742,-0.28947399999999995,-0.272727,-0.21951199999999998,-0.8,-0.866667
44,1,-0.130435,-0.692308,0.0,-0.310044,-0.648352,-0.7735850000000001,-0.320261,-0.2,-0.5,-0.5428569999999999,-0.35789499999999996,-0.470024,-0.622642,-0.789474,-0.636364,-0.658537,0.0666667,0.0666667
45,1,1.0,0.6153850000000001,0.833333,0.0131004,-0.604396,-0.622642,0.320261,-0.714286,0.166667,0.4,-0.021052599999999998,0.177458,0.5471699999999999,-0.815789,0.818182,-0.9512200000000001,0.0666667,0.4
46,3,-0.130435,0.0,0.166667,-0.641921,-0.758242,-0.660377,-0.385621,-0.0285714,-0.5,0.2,-0.473684,-0.551559,0.00628931,-0.526316,-0.818182,-0.804878,-0.533333,-0.13333299999999998
51,1,-0.782609,-0.6153850000000001,-0.361111,-0.9039299999999999,-0.9120879999999999,-0.849057,-0.607843,0.2,-0.666667,-0.657143,-0.663158,-0.724221,-0.534591,-0.526316,-0.818182,-0.804878,-0.666667,-0.733333
52,1,-0.173913,-0.6153850000000001,-0.138889,-0.388646,-0.582418,-0.811321,-0.45098,-0.0285714,-0.666667,-0.571429,-0.463158,-0.589928,-0.735849,-0.710526,-0.636364,0.170732,-0.13333299999999998,-0.0666667
61,0,0.304348,0.307692,0.611111,-0.0567686,-0.648352,-0.735849,0.0588235,-0.5428569999999999,-0.166667,0.228571,-0.11578900000000002,-0.0815348,-0.044025199999999994,-0.8684209999999999,-0.545455,-0.7560979999999999,0.466667,0.533333
63,3,0.0,-0.461538,-0.166667,-0.8602620000000001,-0.934066,-0.7735850000000001,-0.673203,0.371429,-0.833333,-0.342857,-0.663158,-0.7961630000000001,-0.622642,-0.44736800000000004,-0.0909091,-0.365854,-0.533333,-0.866667
65,2,-0.130435,-0.07692310000000001,0.277778,-0.152838,-0.516484,-0.811321,-0.0588235,-0.48571400000000003,-0.166667,-0.228571,-0.231579,-0.18705,-0.06918239999999999,-0.657895,-1.0,-0.804878,0.2,0.0666667
69,3,-0.434783,-0.153846,0.055555600000000004,-0.475983,-0.538462,-0.735849,-0.607843,0.14285699999999998,-0.833333,-0.171429,-0.6,-0.709832,-0.22012600000000002,-0.710526,-0.909091,-0.46341499999999997,-0.0666667,0.333333
70,2,0.0869565,0.230769,0.22222199999999998,0.00436681,-0.406593,-0.811321,0.0196078,-0.5428569999999999,-0.166667,0.0285714,-0.178947,-0.103118,0.257862,-0.605263,-0.636364,-0.658537,0.266667,-0.0666667
71,0,0.0,0.692308,0.611111,-0.502183,-0.8461540000000001,-0.698113,0.346405,-0.714286,0.166667,0.628571,0.010526299999999999,0.196643,0.40880500000000003,-0.552632,-0.727273,-0.707317,-0.4,-0.2
72,0,0.043478300000000004,1.0,0.8888889999999999,0.0742358,-0.49450500000000003,-0.660377,0.464052,-0.771429,0.333333,0.942857,0.0,0.31414899999999996,0.371069,-0.710526,-0.0909091,0.21951199999999998,-0.333333,0.13333299999999998
73,0,-0.173913,-0.538462,0.416667,-0.240175,-0.67033,-0.7735850000000001,-0.163399,-0.371429,-0.333333,-0.457143,-0.305263,-0.323741,-0.47169799999999995,-0.789474,-0.727273,0.121951,0.0666667,0.266667
76,0,0.21739099999999997,0.538462,0.75,-0.135371,-0.648352,-0.735849,0.0849673,-0.5428569999999999,-0.166667,0.257143,-0.157895,-0.0719424,0.27044,-0.763158,-0.545455,-0.7560979999999999,0.0,0.13333299999999998
77,1,-0.21739099999999997,-0.538462,0.194444,-0.42358100000000004,-0.714286,-0.7735850000000001,-0.21568600000000002,-0.314286,-0.333333,-0.5428569999999999,-0.29473699999999997,-0.374101,-0.45911899999999994,-0.657895,-1.0,-0.512195,-0.2,-0.13333299999999998
78,1,-0.434783,-0.461538,-0.388889,-0.6855899999999999,-0.67033,-0.811321,-0.503268,0.08571430000000001,-0.666667,-0.571429,-0.631579,-0.64988,-0.194969,-0.394737,-0.818182,-0.8536590000000001,-0.733333,-0.733333
79,2,0.347826,0.461538,0.5,-0.09170310000000001,-0.582418,-0.886792,0.254902,-0.714286,0.166667,0.228571,0.021052599999999998,0.155875,0.371069,-0.552632,0.0,-0.804878,0.13333299999999998,-0.333333
81,2,-0.391304,0.0,-0.138889,-0.519651,-0.582418,-0.849057,-0.490196,0.0285714,-0.666667,-0.2,-0.526316,-0.6187050000000001,0.00628931,-0.631579,-0.818182,-1.0,-0.333333,-0.4
83,3,-0.0869565,-0.769231,-0.22222199999999998,-0.799127,-0.8461540000000001,-0.811321,-0.803922,0.48571400000000003,-0.833333,-0.6,-0.736842,-0.8609110000000001,-0.91195,-0.815789,-0.909091,-0.902439,0.266667,0.0
86,2,0.608696,0.923077,0.833333,-0.33624499999999996,-0.9120879999999999,-0.849057,0.9477120000000001,-1.0,0.833333,0.514286,0.557895,0.9520379999999999,0.861635,-0.368421,-0.181818,-0.365854,-0.666667,-0.933333
90,0,-0.695652,-0.692308,-0.527778,-0.8951969999999999,-0.824176,-0.849057,-0.8300649999999999,0.6,-0.833333,-0.8,-0.873684,-0.892086,-0.710692,-0.42105299999999996,-0.272727,-0.7560979999999999,-0.866667,-0.8
94,3,-0.0869565,0.153846,0.305556,-0.49345,-0.626374,-0.698113,-0.41176499999999994,-0.0285714,-0.5,0.228571,-0.48421099999999995,-0.570743,-0.031446499999999995,-0.578947,-0.636364,-0.268293,-0.466667,-0.0666667
96,0,0.043478300000000004,0.307692,0.8888889999999999,-0.0655022,-0.604396,-0.698113,0.333333,-0.714286,0.166667,0.08571430000000001,0.0736842,0.196643,0.371069,-0.657895,-0.363636,0.414634,-0.2,0.0666667
97,1,-0.304348,-0.307692,0.11111099999999999,-0.5895199999999999,-0.67033,-0.849057,-0.581699,0.14285699999999998,-0.666667,-0.4,-0.621053,-0.702638,-0.232704,-0.605263,0.545455,-0.365854,-0.4,-0.466667
98,2,-0.434783,-0.230769,-0.22222199999999998,-0.5807859999999999,-0.67033,-0.811321,-0.503268,0.0285714,-0.666667,-0.314286,-0.48421099999999995,-0.6330939999999999,-0.308176,-0.578947,-0.636364,-0.560976,-0.2,-0.266667
103,3,-0.0869565,-0.307692,-0.22222199999999998,-0.5982529999999999,-0.626374,-0.811321,-0.79085,0.48571400000000003,-0.833333,-0.28571399999999997,-0.747368,-0.851319,-0.371069,-0.736842,0.272727,-0.7560979999999999,0.0666667,0.0
107,0,0.130435,0.0,0.805556,-0.0829694,-0.626374,-0.660377,0.11111099999999999,-0.5428569999999999,0.0,-0.0285714,-0.13684200000000002,-0.0623501,-0.371069,-0.8421049999999999,-1.0,0.6097560000000001,0.2,0.6
108,0,-0.478261,-0.538462,0.027777800000000002,-0.5895199999999999,-0.736264,-0.7735850000000001,-0.503268,0.08571430000000001,-0.666667,-0.5428569999999999,-0.515789,-0.647482,-0.698113,-0.631579,-1.0,-0.21951199999999998,-0.466667,-0.2
109,2,-0.695652,-0.153846,-0.22222199999999998,-0.729258,-0.736264,-0.7735850000000001,-0.503268,0.08571430000000001,-0.666667,-0.228571,-0.578947,-0.652278,-0.194969,-0.44736800000000004,-0.363636,-0.414634,-0.733333,-0.733333
110,2,0.130435,0.153846,0.08333330000000001,-0.17030599999999999,-0.538462,-0.849057,-0.045751599999999996,-0.48571400000000003,-0.166667,0.0,-0.24210500000000001,-0.184652,-0.22012600000000002,-0.605263,-0.545455,-0.6097560000000001,0.266667,-0.0666667
111,3,-0.304348,-0.461538,0.027777800000000002,-0.519651,-0.604396,-0.735849,-0.581699,0.14285699999999998,-0.666667,-0.342857,-0.6,-0.688249,-0.572327,-0.710526,-1.0,-0.7560979999999999,-0.0666667,0.266667
112,3,-0.0869565,0.153846,0.194444,-0.49345,-0.626374,-0.698113,-0.42483699999999996,-0.0285714,-0.666667,0.0,-0.505263,-0.585132,-0.0188679,-0.605263,-0.636364,-0.317073,-0.4,0.0
113,0,-0.8260870000000001,-0.6153850000000001,-0.027777800000000002,-0.650655,-0.736264,-0.849057,-0.542484,0.14285699999999998,-0.666667,-0.6,-0.610526,-0.685851,-0.660377,-0.44736800000000004,0.454545,-0.0243902,-0.666667,-0.6
117,0,0.173913,-0.07692310000000001,0.666667,-0.0829694,-0.604396,-0.7735850000000001,0.163399,-0.657143,0.0,-0.171429,0.0631579,0.0239808,0.00628931,-0.657895,-0.545455,-0.7560979999999999,-0.13333299999999998,-0.0666667
119,2,-0.478261,-0.230769,-0.333333,-0.790393,-0.802198,-0.7735850000000001,-0.503268,0.14285699999999998,-0.666667,-0.257143,-0.6,-0.664269,-0.194969,-0.394737,-0.181818,-0.317073,-0.733333,-0.8
121,1,-0.304348,-0.692308,-0.611111,-0.8689959999999999,-0.868132,-0.886792,-0.712418,0.371429,-0.833333,-0.742857,-0.7789470000000001,-0.803357,-0.534591,-0.473684,0.454545,-0.317073,-0.466667,-0.733333
123,3,-0.173913,-0.461538,0.166667,-0.484716,-0.648352,-0.735849,-0.555556,0.08571430000000001,-0.666667,-0.371429,-0.631579,-0.676259,-0.647799,-0.8684209999999999,-0.181818,-1.0,0.533333,0.666667
124,1,-0.26087,-0.769231,-0.527778,-0.772926,-0.78022,-0.849057,-0.882353,0.714286,-1.0,-0.742857,-0.926316,-0.9232610000000001,-0.710692,-0.763158,1.0,0.121951,-0.0666667,-0.0666667
126,3,-0.26087,0.0,0.11111099999999999,-0.659389,-0.67033,-0.660377,-0.385621,-0.0285714,-0.5,0.08571430000000001,-0.5894739999999999,-0.563549,-0.031446499999999995,-0.605263,0.545455,-0.658537,-0.4,-0.2
127,2,-0.304348,-0.307692,-0.166667,-0.615721,-0.67033,-0.811321,-0.542484,0.08571430000000001,-0.666667,-0.28571399999999997,-0.515789,-0.666667,-0.44654099999999997,-0.552632,-0.818182,-0.707317,-0.333333,-0.466667
131,1,0.173913,0.0,0.777778,-0.30130999999999997,-0.714286,-0.735849,0.11111099999999999,-0.5428569999999999,0.0,-0.171429,-0.0315789,-0.055155899999999994,0.119497,-0.631579,0.181818,-0.365854,-0.13333299999999998,0.0666667
136,3,-0.304348,0.07692310000000001,0.194444,0.9039299999999999,0.8901100000000001,0.735849,-0.39869299999999996,-0.0285714,-0.5,0.28571399999999997,0.042105300000000005,-0.568345,-0.15723299999999998,0.0,-1.0,-0.317073,-0.466667,-0.13333299999999998
137,3,-0.434783,0.153846,-0.027777800000000002,-0.7205239999999999,-0.758242,-0.698113,-0.359477,-0.0285714,-0.5,0.28571399999999997,-0.578947,-0.551559,-0.044025199999999994,-0.578947,-0.727273,-0.9512200000000001,-0.533333,-0.266667
143,0,0.434783,0.230769,0.8611110000000001,-0.21397399999999997,-0.78022,-0.660377,0.333333,-0.714286,0.166667,0.228571,-0.010526299999999999,0.165468,-0.20754699999999998,-0.789474,-1.0,0.902439,0.0666667,0.666667
145,0,-0.043478300000000004,-0.07692310000000001,0.11111099999999999,-0.28384299999999996,-0.67033,-0.811321,-0.320261,-0.2,-0.5,-0.228571,-0.389474,-0.46762600000000004,-0.132075,-0.8421049999999999,0.0,-0.121951,0.533333,0.533333
147,3,0.173913,0.0,0.25,-0.475983,-0.626374,-0.660377,-0.333333,-0.08571430000000001,-0.5,0.28571399999999997,-0.515789,-0.513189,-0.232704,-0.684211,0.636364,-1.0,-0.13333299999999998,0.0
148,2,-0.21739099999999997,-0.461538,0.0,-0.414847,-0.5604399999999999,-0.811321,-0.5163399999999999,0.0285714,-0.666667,-0.514286,-0.5894739999999999,-0.645084,-0.5597479999999999,-0.763158,-0.636364,-0.170732,0.0666667,0.266667
153,0,-0.130435,-0.8461540000000001,-0.11111099999999999,-0.406114,-0.67033,-0.811321,-0.5163399999999999,0.0285714,-0.666667,-0.828571,-0.5894739999999999,-0.640288,-0.798742,-0.921053,-0.545455,0.46341499999999997,0.8,0.933333
154,1,0.434783,0.230769,0.833333,-0.0655022,-0.626374,-0.735849,0.254902,-0.657143,0.166667,0.14285699999999998,-0.010526299999999999,0.10551600000000001,-0.0566038,-0.763158,-0.909091,0.170732,-0.0666667,0.4
157,0,-0.478261,-0.769231,0.055555600000000004,-0.6069869999999999,-0.824176,-0.811321,-0.542484,0.08571430000000001,-0.666667,-0.714286,-0.6,-0.671463,-0.685535,-0.8684209999999999,-0.0909091,0.170732,0.4,0.466667
161,0,-0.608696,-0.6153850000000001,-0.638889,-0.8165939999999999,-0.736264,-0.886792,-0.72549,0.428571,-0.833333,-0.714286,-0.768421,-0.8201440000000001,-0.534591,-0.263158,-1.0,-1.0,-0.933333,-0.866667
163,1,0.0869565,-0.538462,0.138889,-0.240175,-0.626374,-0.735849,-0.294118,-0.2,-0.5,-0.428571,-0.431579,-0.446043,-0.72327,-0.921053,-0.272727,-0.0731707,0.4,0.6
165,0,0.0869565,0.6153850000000001,0.777778,-0.28384299999999996,-0.736264,-0.698113,0.320261,-0.657143,0.166667,0.5428569999999999,-0.021052599999999998,0.153477,0.358491,-0.631579,-0.909091,0.268293,-0.333333,-0.0666667
171,0,0.5217390000000001,0.384615,0.75,-0.187773,-0.714286,-0.660377,0.294118,-0.714286,0.166667,0.2,-0.0315789,0.14388499999999999,-0.0188679,-0.789474,-0.363636,-0.8536590000000001,-0.0666667,0.266667
173,3,-0.0869565,-0.07692310000000001,0.138889,-0.45851499999999995,-0.5604399999999999,-0.735849,-0.568627,0.14285699999999998,-0.666667,-0.171429,-0.642105,-0.690647,-0.119497,-0.815789,0.0,-0.317073,0.2,0.4
177,0,-0.5217390000000001,-0.538462,0.388889,-0.33624499999999996,-0.714286,-0.811321,-0.150327,-0.371429,-0.333333,-0.628571,-0.16842100000000002,-0.31654699999999997,-0.5471699999999999,-0.684211,-0.636364,0.8536590000000001,-0.0666667,0.13333299999999998
179,2,-0.130435,-0.692308,-0.08333330000000001,-0.388646,-0.538462,-0.811321,-0.490196,-0.0285714,-0.666667,-0.628571,-0.526316,-0.609113,-0.672956,-0.763158,-0.909091,0.0731707,0.333333,0.6
182,0,-0.782609,-0.769231,-0.44444399999999995,-0.8951969999999999,-0.802198,-0.849057,-0.856209,0.657143,-1.0,-0.828571,-0.8842110000000001,-0.9112709999999999,-0.849057,-0.5,-0.727273,-0.21951199999999998,-0.866667,-0.733333
183,2,-0.21739099999999997,-0.307692,-0.277778,-0.43231400000000003,-0.582418,-0.811321,-0.568627,0.0285714,-0.666667,-0.371429,-0.5894739999999999,-0.661871,-0.371069,-0.789474,-0.636364,-1.0,0.666667,0.733333
186,2,0.173913,-0.384615,-0.027777800000000002,-0.117904,-0.47252700000000003,-0.886792,-0.163399,-0.428571,-0.333333,-0.428571,-0.22105300000000003,-0.292566,-0.47169799999999995,-0.657895,-0.363636,-0.0731707,0.4,0.0666667
188,0,0.0869565,-0.07692310000000001,0.0,-0.45851499999999995,-0.714286,-0.811321,-0.41176499999999994,-0.08571430000000001,-0.5,-0.14285699999999998,-0.431579,-0.551559,-0.031446499999999995,-0.736842,0.181818,-0.512195,-0.0666667,0.0
189,0,0.21739099999999997,0.384615,0.805556,-0.0567686,-0.538462,-0.698113,0.267974,-0.657143,0.166667,0.257143,-0.0315789,0.1247,0.44654099999999997,-0.631579,-0.545455,0.121951,-0.333333,-0.0666667
190,0,-0.26087,-0.769231,0.055555600000000004,-0.344978,-0.626374,-0.7735850000000001,-0.41176499999999994,-0.08571430000000001,-0.666667,-0.771429,-0.452632,-0.5611510000000001,-0.584906,-0.815789,-0.909091,-0.0243902,0.0666667,0.13333299999999998
191,0,0.043478300000000004,0.153846,0.5,-0.179039,-0.648352,-0.735849,-0.09803919999999999,-0.428571,-0.333333,0.057142899999999996,-0.263158,-0.25659499999999996,0.00628931,-0.8684209999999999,0.818182,-0.46341499999999997,0.533333,0.466667
192,3,-0.391304,-0.461538,0.138889,-0.49345,-0.538462,-0.698113,-0.555556,0.14285699999999998,-0.666667,-0.4,-0.610526,-0.681055,-0.396226,-0.710526,-1.0,-0.365854,-0.13333299999999998,0.2
193,1,-0.130435,-0.230769,0.0,-0.6069869999999999,-0.78022,-0.811321,-0.5163399999999999,0.0285714,-0.666667,-0.28571399999999997,-0.557895,-0.63789,-0.15723299999999998,-0.736842,0.272727,-1.0,-0.13333299999999998,-0.13333299999999998
195,1,-0.173913,-0.692308,0.277778,-0.44978199999999996,-0.714286,-0.811321,-0.39869299999999996,-0.08571430000000001,-0.5,-0.628571,-0.463158,-0.546763,-0.5597479999999999,-0.763158,-0.181818,0.0243902,-0.0666667,0.0
196,2,-0.434783,-0.230769,-0.277778,-0.772926,-0.802198,-0.811321,-0.477124,0.0285714,-0.666667,-0.314286,-0.505263,-0.625899,-0.194969,-0.42105299999999996,-0.454545,-0.317073,-0.666667,-0.733333
197,1,0.478261,0.769231,0.777778,0.10917,-0.47252700000000003,-0.660377,0.39869299999999996,-0.714286,0.333333,0.5428569999999999,0.010526299999999999,0.2494,0.358491,-0.684211,0.727273,-0.46341499999999997,-0.13333299999999998,0.0
198,2,-0.608696,-0.153846,-0.11111099999999999,-0.5982529999999999,-0.626374,-0.811321,-0.45098,0.0285714,-0.666667,-0.257143,-0.463158,-0.6019180000000001,-0.144654,-0.44736800000000004,-1.0,-0.21951199999999998,-0.533333,-0.6
200,2,-0.608696,-0.153846,-0.11111099999999999,-0.7205239999999999,-0.692308,-0.811321,-0.542484,0.14285699999999998,-0.666667,-0.28571399999999997,-0.5473680000000001,-0.681055,-0.06918239999999999,-0.42105299999999996,-0.454545,-0.170732,-0.666667,-0.733333
204,0,0.304348,0.692308,0.666667,-0.21397399999999997,-0.67033,-0.660377,0.30719,-0.714286,0.166667,0.628571,-0.08421050000000001,0.155875,0.383648,-0.631579,-0.0909091,-0.317073,-0.266667,-0.13333299999999998
205,3,-0.304348,-0.461538,-0.5,-0.7117899999999999,-0.758242,-0.811321,-0.869281,0.6,-1.0,-0.371429,-0.8315790000000001,-0.9016790000000001,-0.48427700000000007,-0.8947370000000001,-0.363636,-0.804878,0.533333,0.666667
206,3,-0.391304,0.07692310000000001,0.138889,-0.6069869999999999,-0.67033,-0.735849,-0.542484,0.08571430000000001,-0.666667,-0.0285714,-0.568421,-0.661871,-0.09433960000000001,-0.657895,-1.0,-0.707317,-0.2,0.13333299999999998
208,2,-0.478261,-0.307692,-0.333333,-0.8515280000000001,-0.824176,-0.811321,-0.5163399999999999,0.14285699999999998,-0.666667,-0.2,-0.610526,-0.666667,-0.20754699999999998,-0.315789,-0.909091,-0.707317,-0.8,-0.933333
210,0,0.21739099999999997,0.769231,0.666667,-0.44104799999999994,-0.824176,-0.660377,0.333333,-0.714286,0.166667,0.628571,-0.0631579,0.191847,0.44654099999999997,-0.605263,-0.818182,-0.8536590000000001,-0.4,-0.266667
212,3,-0.434783,-0.692308,-0.194444,-0.5982529999999999,-0.648352,-0.7735850000000001,-0.660131,0.257143,-0.833333,-0.5428569999999999,-0.652632,-0.760192,-0.811321,-0.684211,-0.909091,-0.707317,-0.13333299999999998,-0.0666667
215,0,-0.304348,-0.769231,-0.11111099999999999,-0.676856,-0.802198,-0.811321,-0.660131,0.257143,-0.833333,-0.771429,-0.652632,-0.755396,-0.735849,-0.657895,-0.909091,-0.9512200000000001,-0.266667,-0.266667
216,0,-0.26087,-0.538462,0.277778,-0.43231400000000003,-0.67033,-0.811321,-0.346405,-0.14285699999999998,-0.5,-0.628571,-0.326316,-0.510791,-0.5220130000000001,-0.605263,-0.909091,0.0731707,-0.4,-0.333333
218,0,0.347826,0.8461540000000001,0.75,-0.0218341,-0.516484,-0.660377,0.39869299999999996,-0.771429,0.333333,0.657143,0.0315789,0.25659499999999996,0.383648,-0.631579,-0.636364,-0.8536590000000001,-0.333333,0.0
222,3,-0.347826,-0.153846,0.25,-0.6943229999999999,-0.802198,-0.660377,-0.41176499999999994,-0.0285714,-0.5,0.057142899999999996,-0.515789,-0.570743,-0.169811,-0.552632,-0.545455,-0.21951199999999998,-0.466667,-0.0666667
223,2,0.173913,0.307692,0.138889,-0.187773,-0.5604399999999999,-0.849057,-0.032679700000000006,-0.5428569999999999,-0.166667,0.14285699999999998,-0.2,-0.16786600000000002,0.119497,-0.605263,-0.454545,-0.9512200000000001,0.4,0.13333299999999998
228,3,-0.0869565,-0.8461540000000001,-0.277778,-0.624454,-0.67033,-0.735849,-0.751634,0.371429,-0.833333,-0.742857,-0.6947369999999999,-0.822542,-0.924528,-0.815789,-0.272727,-0.658537,0.333333,0.333333
229,1,0.391304,0.6153850000000001,0.833333,-0.030567700000000003,-0.538462,-0.698113,0.254902,-0.657143,0.166667,0.371429,-0.08421050000000001,0.09352519999999999,0.371069,-0.736842,0.272727,0.121951,-0.13333299999999998,0.2
232,1,-0.478261,-1.0,-1.0,-0.9039299999999999,-0.78022,-0.9622639999999999,-1.0,1.0,-1.0,-0.9714290000000001,-1.0,-1.0,-0.7735850000000001,-0.28947399999999995,0.0909091,0.0243902,-0.666667,-0.866667
234,1,0.173913,0.461538,0.777778,-0.257642,-0.736264,-0.698113,0.254902,-0.657143,0.166667,0.28571399999999997,-0.0526316,0.09832130000000001,0.10691800000000001,-0.710526,-0.909091,0.0731707,-0.266667,0.13333299999999998
235,3,-0.130435,-0.307692,-0.333333,-0.528384,-0.538462,-0.735849,-0.712418,0.314286,-0.833333,-0.314286,-0.652632,-0.798561,-0.232704,-0.684211,-0.363636,-0.365854,0.0666667,0.333333
236,3,-0.26087,0.153846,0.055555600000000004,-0.737991,-0.802198,-0.660377,-0.37254899999999996,-0.0285714,-0.5,0.4,-0.5894739999999999,-0.563549,-0.044025199999999994,-0.552632,-0.909091,-0.317073,-0.6,-0.266667
