id,y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
26583,1,0.253137,0.651673,0.070799,-0.099543,-0.029549,0.016194999999999998,0.039515,-0.235318,-0.17018599999999998,-0.183208,-0.180397,-0.183229,-0.180878,-0.443054,-1.234323,0.185828,0.858557,-1.462993,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
22783,0,0.253137,-0.4564470000000001,-0.4239,-0.384323,-0.381475,-0.457223,-0.5031939999999999,-0.221191,-0.17018599999999998,-0.239493,-0.30806300000000003,-0.183229,-0.29338200000000003,-0.674276,0.810161,0.185828,-1.057295,1.032193,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
20943,0,-1.486041,-0.695642,-0.690983,-0.677929,-0.672497,-0.6630590000000001,-0.652724,-0.341942,-0.25699,-0.29680100000000004,-0.30806300000000003,-0.314136,-0.29338200000000003,1.021351,-1.234323,0.185828,-1.057295,1.357652,0.904712,-1.558876,-1.532192,-1.521944,-1.530046
16409,0,0.253137,1.183569,1.25915,1.373746,1.534841,0.801426,0.925799,-0.040064,0.090225,0.061813,-0.103797,0.104765,-0.175253,-0.211833,0.810161,1.451114,-1.057295,-0.161156,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
19312,0,0.253137,0.398137,0.485242,0.344174,0.156704,0.110971,-0.507073,-0.104485,-0.17014200000000002,-0.221943,-0.235676,-0.299998,-0.29338200000000003,1.483795,0.810161,0.185828,-1.057295,-0.161156,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
1557,0,0.253137,-0.18265,-0.15015699999999998,-0.152277,-0.210828,-0.16685899999999998,-0.155471,-0.22264,-0.189109,-0.230349,-0.240719,-0.245279,-0.235893,-0.905498,-1.234323,-1.079457,0.858557,0.164303,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
20564,0,-1.486041,-0.679196,-0.6916859999999999,-0.6842729999999999,-0.685399,-0.683126,-0.6732100000000001,-0.341942,-0.25699,-0.29680100000000004,-0.30806300000000003,-0.314136,-0.180878,-1.059646,-1.234323,1.451114,0.858557,-1.137534,0.014861,0.111736,-1.532192,-1.521944,-1.530046
8341,1,1.992316,0.002196,0.066682,0.112978,0.228892,0.314602,0.387927,-0.152362,-0.21693,-0.031958,-0.146565,-0.07281,-0.012122,0.096463,0.810161,0.185828,0.858557,-0.161156,1.794564,0.111736,0.13886500000000002,0.188746,1.999879
2679,0,0.253137,1.758095,1.900408,2.035637,2.292989,2.568216,2.572716,0.150421,0.103333,0.113555,0.340033,0.14318699999999998,0.002616,0.25061100000000003,0.810161,0.185828,0.858557,0.815221,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
25204,0,-0.616452,-0.6532979999999999,-0.657108,-0.65976,-0.65417,-0.66472,-0.63778,-0.196195,-0.202303,-0.229724,-0.301615,-0.249272,-0.260812,-1.059646,0.810161,0.185828,-1.057295,-1.462993,0.014861,-0.7235699999999999,-0.696663,-0.6665989999999999,-0.647565
9580,0,0.253137,0.172007,0.229483,0.31364699999999995,-0.449388,-0.398075,-0.353294,-0.17289000000000002,-0.08338200000000001,-0.29680100000000004,-0.180397,-0.183229,-0.23713,-0.905498,-1.234323,1.451114,-1.057295,1.574625,0.014861,0.111736,0.13886500000000002,1.899436,0.234917
10779,0,0.253137,-0.047401,0.006041,0.010669,0.088402,0.161813,0.206324,-0.160815,-0.17018599999999998,-0.183208,-0.180397,-0.183229,-0.180878,-0.365981,-1.234323,0.185828,-1.057295,-1.029047,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
14237,0,0.253137,0.282037,0.436206,-0.080523,-0.27055,-0.494972,-0.384611,0.276424,0.188661,-0.126411,-0.052730999999999986,0.08316599999999999,-0.180484,1.792091,-1.234323,-1.079457,0.858557,-0.378129,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
17361,1,0.253137,0.576287,0.489654,0.444465,0.49764,0.426632,0.355132,-0.341942,-0.12678399999999998,0.043979,-0.30806300000000003,-0.17890899999999998,-0.190047,-0.134759,0.810161,0.185828,0.858557,0.055816,0.904712,1.782348,0.13886500000000002,0.188746,1.999879
4912,0,-0.616452,0.5570970000000001,0.213354,-0.598229,-0.647626,-0.620293,-0.646175,0.346339,-0.213588,-0.27749,-0.24423000000000006,-0.288609,-0.271444,0.096463,-1.234323,3.981685,0.858557,-0.703588,0.904712,-1.558876,-1.532192,-1.521944,-1.530046
15870,0,0.253137,0.73101,0.709106,1.411988,1.418693,1.465284,1.438871,1.590075,2.347122,0.061302,-0.033581,-0.019596,-0.040248,0.25061100000000003,0.810161,-1.079457,0.858557,-0.812074,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
9607,0,0.253137,-0.366992,-0.203324,-0.312728,-0.23859,-0.161777,-0.115691,0.322189,-0.17018599999999998,-0.126411,-0.116564,-0.183229,-0.180878,-0.8284239999999999,-1.234323,-1.079457,0.858557,-1.137534,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
14249,0,0.253137,-0.682156,-0.67113,-0.474275,1.810537,1.94237,2.043827,-0.256631,0.355975,8.775784,-0.034539,0.013196,-0.051836,2.56283,0.810161,-1.079457,-1.057295,0.164303,-0.874991,-0.7235699999999999,-0.696663,-0.6665989999999999,0.234917
9831,0,1.992316,-0.589279,0.214492,-0.5095029999999999,-0.609387,-0.368583,-0.384711,3.549925,0.249944,-0.29680100000000004,0.8386319999999999,-0.310143,-0.258506,0.5589069999999999,-1.234323,0.185828,0.858557,2.00857,-0.874991,-0.7235699999999999,-0.696663,0.188746,-0.647565
22025,0,0.253137,-0.695642,-0.6355270000000001,-0.595865,-0.346049,-0.368122,-0.611769,-0.103639,-0.00999,0.8975190000000001,-0.30806300000000003,-0.314136,-0.246074,-0.8284239999999999,0.810161,-1.079457,0.858557,-0.920561,0.904712,-0.7235699999999999,-0.696663,-0.6665989999999999,0.234917
29886,1,0.253137,-0.109953,-0.066965,-0.018979,0.056116,0.113109,0.162212,-0.221191,-0.17018599999999998,-0.183208,-0.180397,-0.183229,-0.180878,-0.905498,-1.234323,1.451114,-1.057295,0.381275,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
20107,0,0.253137,1.308374,1.413436,1.507895,1.7445509999999995,1.946054,2.065891,0.088475,-0.032211000000000004,0.002858,-0.018453,-0.008468999999999999,-0.028042,0.713055,0.810161,0.185828,-1.057295,-0.595102,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
16923,1,-1.486041,-0.690345,-0.671903,-0.6695939999999999,-0.667212,-0.663881,-0.6601130000000001,-0.225055,-0.25699,-0.27749,-0.30806300000000003,-0.314136,-0.29338200000000003,-1.059646,-1.234323,0.185828,-1.057295,1.466139,-0.874991,-0.7235699999999999,1.809921,-0.6665989999999999,-0.647565
16254,0,0.253137,1.900419,2.04212,2.0667560000000003,2.229459,2.261222,2.13116,0.162617,0.055504,0.072377,0.074935,0.078584,0.06663,0.713055,0.810161,0.185828,-1.057295,0.272789,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
1955,0,-0.616452,-0.420337,-0.532299,-0.43462,-0.65473,-0.592051,-0.401856,-0.281566,0.476762,-0.231883,-0.032496,0.663737,-0.29338200000000003,0.5589069999999999,0.810161,0.185828,-1.057295,0.598248,-0.874991,0.111736,-0.696663,-0.6665989999999999,-0.647565
22784,0,-0.616452,-0.5689350000000001,-0.244955,-0.348735,-0.579231,-0.564368,-0.652724,1.5746790000000002,-0.211461,0.043979,0.074935,-0.314136,-0.048967,-0.057685,0.810161,1.451114,2.77441,0.055816,-0.874991,-0.7235699999999999,0.13886500000000002,-0.6665989999999999,-0.647565
19568,0,0.253137,-0.215161,0.208422,0.06297,-0.27707800000000005,-0.344354,-0.436296,3.522877,-0.185333,-0.199963,-0.272061,-0.177142,7.848184,0.5589069999999999,0.810161,0.185828,0.858557,-0.595102,0.014861,-0.7235699999999999,0.13886500000000002,0.188746,0.234917
28848,0,0.253137,-0.086757,-0.044822,0.002218,-0.28168000000000004,-0.585488,-0.5714520000000001,-0.227228,-0.168016,-0.183208,-0.28891300000000003,-0.301045,-0.265256,-0.905498,0.810161,1.451114,2.77441,1.14068,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
3449,0,-0.616452,1.274545,1.447185,1.475162,1.34467,1.575307,-0.143733,0.322189,0.003422,1.975065,2.37292,1.968878,11.028837,-0.134759,0.810161,-1.079457,0.858557,0.489762,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
2770,0,-1.486041,-0.253635,-0.220564,-0.29183400000000004,-0.672497,-0.6630590000000001,-0.652724,-0.246428,-0.178866,-0.29680100000000004,-0.30806300000000003,-0.314136,-0.29338200000000003,-0.905498,0.810161,0.185828,-1.057295,1.249166,0.014861,0.111736,0.13886500000000002,0.188746,-1.530046
8705,0,0.253137,0.018207,0.06325399999999999,0.142467,0.24495,1.270748,0.570873,-0.223424,-0.07817400000000001,-0.122492,-0.16667300000000002,1.6494650000000002,-0.124626,-0.674276,0.810161,0.185828,-1.057295,0.598248,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
25642,0,0.253137,-0.6375310000000001,-0.558938,-0.295655,0.11731400000000003,-0.320932,-0.652724,0.225468,0.893594,2.606019,-0.17529,-0.314136,0.273637,1.483795,0.810161,-1.079457,0.858557,0.055816,-0.874991,-0.7235699999999999,-0.696663,-0.6665989999999999,0.234917
16054,0,-0.616452,-0.357431,-0.658134,-0.607905,-0.608345,-0.5973470000000001,-0.638586,-0.200482,-0.04623,-0.240005,-0.05305,-0.259024,1.186775,-0.057685,0.810161,1.451114,-1.057295,1.14068,-0.874991,-0.7235699999999999,-0.696663,0.188746,-0.647565
13912,0,-1.486041,-0.411292,0.435518,-0.138376,-0.329774,-0.318859,-0.431292,4.499632,1.366978,0.957269,1.027705,0.558816,4.698639,2.17746,-1.234323,-1.079457,-1.057295,1.357652,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
13543,0,0.253137,0.461748,0.285165,0.326437,0.388487,0.343305,0.371269,-0.148197,-0.13055999999999998,-0.158501,-0.161247,-0.15848800000000002,-0.165915,0.404759,-1.234323,-1.079457,-1.057295,1.249166,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
20643,0,0.253137,-0.030873,-0.019854,-0.060782,-0.017424000000000002,-0.044927,-0.571603,-0.19861,-0.154778,-0.208766,-0.24423000000000006,-0.281409,-0.26745,0.25061100000000003,-1.234323,-1.079457,0.858557,-0.269643,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
1648,0,0.253137,2.261431,1.843096,1.96746,2.07731,1.293727,2.250684,0.080687,0.090225,0.157572,0.074935,3.613066,0.100381,0.404759,-1.234323,0.185828,-1.057295,0.923707,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
15509,0,-0.616452,-0.678517,-0.673266,-0.677929,-0.652896,-0.642317,-0.63155,-0.265808,-0.25699,-0.15356,-0.227569,-0.231599,-0.212829,-0.905498,-1.234323,1.451114,-1.057295,0.923707,-0.874991,-0.7235699999999999,-0.696663,-0.6665989999999999,-0.647565
7467,0,0.253137,1.910971,2.039661,2.240675,0.052401,0.120248,0.201035,0.08871699999999999,0.236273,-0.200247,-0.196993,-0.050621,-0.177503,2.4857560000000003,0.810161,0.185828,0.858557,1.791598,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
9914,0,0.253137,0.2225,0.287244,0.346322,-0.204812,-0.17385,-0.162557,-0.118552,-0.096403,-0.222966,-0.22508000000000006,-0.242137,-0.22588000000000005,-0.75135,0.810161,0.185828,0.858557,0.381275,1.794564,0.111736,0.13886500000000002,0.188746,0.234917
19401,0,-0.616452,-0.69222,-0.713801,-0.64805,-0.645263,-0.632201,-0.621223,-0.341942,-0.015154,-0.197294,-0.180397,-0.191346,-0.176884,-0.674276,0.810161,0.185828,-1.057295,-0.05267,1.794564,1.782348,-0.696663,-0.6665989999999999,-0.647565
22744,0,0.253137,-0.464962,-0.42834,-0.376767,-0.334593,-0.29987800000000003,-0.257145,-0.221191,-0.14848499999999998,-0.211606,-0.24423000000000006,-0.183229,-0.180878,-0.134759,0.810161,-1.079457,0.858557,0.489762,0.014861,0.111736,0.13886500000000002,1.899436,0.234917
4301,1,-1.486041,-0.664407,-0.690983,-0.677929,-0.672497,-0.6630590000000001,-0.652724,-0.341942,-0.25699,-0.29680100000000004,-0.30806300000000003,-0.314136,-0.29338200000000003,-1.1367200000000002,-1.234323,1.451114,-1.057295,1.683111,-0.874991,-0.7235699999999999,-1.532192,-1.521944,-1.530046
11390,0,-1.486041,-0.627549,0.151616,-0.409933,-0.45744,0.084949,-0.230832,3.2930870000000003,0.5496340000000001,0.4889810000000001,2.594803,1.33038,0.908722,1.252573,0.810161,-1.079457,0.858557,-0.595102,-0.874991,-0.7235699999999999,-1.532192,-1.521944,-1.530046
26528,0,-0.616452,-0.59573,-0.651937,-0.352109,-0.6607609999999999,-0.54792,-0.652724,-0.17415799999999998,0.723676,-0.253522,0.138768,-0.314136,-0.049192,2.4857560000000003,0.810161,0.185828,-1.057295,1.791598,-0.874991,-0.7235699999999999,-0.696663,-0.6665989999999999,-0.647565
26238,0,0.253137,4.912616000000001,5.0670199999999985,4.9928,5.082077,3.586997,3.641594,0.5636909999999999,0.6110479999999999,0.572472,0.334735,0.670086,0.272062,2.100386,0.810161,0.185828,0.858557,-0.812074,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
16391,1,0.253137,0.065386,0.07700900000000001,0.041729,0.012343000000000002,-0.210563,-0.181112,-0.226564,-0.17543699999999998,-0.211606,-0.24423000000000006,-0.247439,-0.209004,-0.8284239999999999,0.810161,0.185828,-1.057295,-0.269643,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
890,0,0.253137,1.333906,1.273172,1.243159,0.977185,0.177406,-0.005319,0.14384,-0.03347,0.004051,0.016464,0.017385,-0.00976,1.7150169999999998,-1.234323,0.185828,0.858557,-0.812074,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
846,0,0.253137,-0.6373810000000001,-0.624413,-0.637509,-0.578811,-0.486699,-0.5108,-0.055882000000000015,-0.13533399999999998,0.045512,0.376354,0.078584,-0.229311,2.4857560000000003,0.810161,-1.079457,-1.057295,0.272789,-0.874991,-0.7235699999999999,-0.696663,-0.6665989999999999,-0.647565
26471,0,0.253137,-0.6318,-0.646781,-0.613241,-0.464358,-0.531323,-0.5685979999999999,-0.202474,-0.104302,0.415258,-0.30519,-0.280493,-0.135258,0.25061100000000003,0.810161,0.185828,-1.057295,1.574625,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
23144,0,0.253137,0.6475850000000001,0.164234,0.196672,0.234333,0.272017,0.115397,-0.175969,-0.048661,-0.183208,-0.180397,-0.183229,-0.180878,-0.5201279999999999,0.810161,0.185828,-1.057295,-0.378129,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
12009,0,0.253137,-0.462776,-0.434368,-0.401858,-0.403237,-0.383616,-0.439486,-0.239303,-0.191887,-0.250114,-0.24423000000000006,-0.248683,-0.265256,-1.1367200000000002,0.810161,-1.079457,0.858557,-1.24602,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
15757,0,1.992316,0.125086,0.165175,0.138026,0.532506,-0.186022,-0.144371,-0.21267800000000006,-0.123095,-0.091027,-0.30806300000000003,-0.107434,-0.29338200000000003,-0.8284239999999999,0.810161,0.185828,0.858557,-1.462993,0.014861,0.111736,0.13886500000000002,0.188746,1.999879
9187,0,-0.616452,-0.6802819999999999,-0.686895,-0.673732,-0.667974,-0.6582720000000001,-0.644295,-0.324372,-0.24436,-0.280273,-0.289487,-0.281279,-0.288882,-0.5201279999999999,-1.234323,0.185828,-1.057295,-0.05267,-0.874991,-0.7235699999999999,-0.696663,-0.6665989999999999,-0.647565
894,0,0.253137,1.172691,2.112947,1.08265,0.966273,0.985171,0.960508,0.02321,0.019524,-0.123969,-0.114585,-0.113456,-0.122882,1.175499,-1.234323,-1.079457,0.858557,-0.920561,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
14564,1,-0.616452,-0.525219,-0.528674,-0.58244,-0.575624,-0.656644,-0.637108,-0.201931,-0.25699,-0.29680100000000004,-0.30806300000000003,-0.253264,-0.29338200000000003,-1.1367200000000002,-1.234323,0.185828,0.858557,-1.24602,0.014861,0.111736,1.809921,0.188746,0.234917
6980,0,0.253137,-0.023852,0.019276,0.093396,0.951537,0.230929,-0.227121,-0.228436,-0.091238,-0.179062,0.027954000000000003,-0.14585499999999998,2.7363470000000003,1.329647,0.810161,1.451114,0.858557,2.334029,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
1498,0,0.253137,0.118581,0.169629,0.265123,0.319236,0.41122,-0.017359,-0.205493,-0.03117,-0.29680100000000004,-0.137629,-0.226298,-0.191285,-0.288907,0.810161,0.185828,-1.057295,-0.161156,0.014861,0.111736,0.13886500000000002,1.899436,0.234917
29446,0,0.253137,-0.31716500000000003,-0.278901,-0.24109,-0.17921099999999998,-0.131397,-0.087716,-0.130627,-0.12678399999999998,-0.098013,-0.212313,-0.183229,-0.164003,-0.5201279999999999,-1.234323,0.185828,0.858557,-0.595102,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
2922,0,-0.616452,0.669504,0.7512850000000001,-0.677929,-0.672497,-0.6630590000000001,-0.549237,-0.06119500000000001,-0.25699,-0.29680100000000004,-0.30806300000000003,0.089253,3.450971,-0.288907,-1.234323,1.451114,-1.057295,1.357652,0.014861,0.111736,0.13886500000000002,-1.521944,-1.530046
7102,0,-1.486041,-0.67872,-0.665061,-0.671137,-0.665176,-0.658979,-0.647099,-0.230549,-0.236547,-0.27005,-0.292232,-0.292209,-0.282132,0.096463,0.810161,-1.079457,0.858557,-0.269643,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
4020,1,1.992316,-0.316798,-0.313942,-0.264219,-0.242958,-0.183028,-0.169525,-0.341942,-0.141584,-0.29680100000000004,-0.160672,-0.242988,-0.29338200000000003,-1.059646,0.810161,0.185828,-1.057295,-0.920561,1.794564,1.782348,1.809921,1.899436,1.999879
5298,0,0.253137,-0.0133,-0.43826,-0.404338,-0.371417,-0.33789,-0.327216,-0.257416,-0.200524,-0.257044,-0.26338,-0.26831900000000003,-0.254006,-0.905498,-1.234323,0.185828,0.858557,-1.24602,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
8613,0,1.992316,-0.299633,-0.27928000000000003,-0.249684,-0.18818,-0.141414,-0.14064400000000002,-0.251741,-0.193362,-0.154753,-0.19578,-0.314136,0.601699,-1.059646,-1.234323,-1.079457,0.858557,-0.161156,0.014861,0.111736,0.13886500000000002,0.188746,1.999879
14769,0,-1.486041,4.607732,2.125073,1.7764810000000002,1.4418540000000002,1.010469,0.665125,0.265617,0.08085099999999999,-0.033719,-0.087328,-0.13931,-0.179359,2.100386,-1.234323,-1.079457,0.858557,-0.595102,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
